Well ID,Avg Pump Difference,Area,Lateral Length,Fluid System,TVD,Development Strategy,DELAYED,BOUND_CODE,CODEV_POSITION,CODEV_FORMATION_POSITION,PARENT_CODEV_1050_WELL_COUNT,PARENT_IN_ZONE_MIN_HYPOT,PARENT_OUT_ZONE_MIN_HYPOT,PARENT_IN_ZONE_MIN_MAP_DIST,PARENT_OUT_ZONE_MIN_MAP_DIST,PARENT_1050_AVG_WELL_AGE,PARENT_1050_MEDIAN_WELL_AGE,PARENT_1050_WELL_COUNT,PARENT_3000_AVG_HYPOT_DIST,PARENT_3000_AVG_MAP_DIST,PARENT_3000_AVG_TVD_DIST,PARENT_3000_AVG_WELL_AGE,PARENT_3000_MEDIAN_WELL_AGE,PARENT_3000_WELL_COUNT,CODEV_IN_ZONE_MIN_HYPOT,CODEV_OUT_ZONE_MIN_HYPOT,CODEV_IN_ZONE_MIN_MAP_DIST,CODEV_1050_WELL_COUNT,CODEV_3000_AVG_HYPOT_DIST,CODEV_3000_AVG_MAP_DIST,CODEV_3000_AVG_TVD_DIST,CODEV_3000_AVG_WELL_AGE,CODEV_3000_MEDIAN_WELL_AGE,CODEV_3000_WELL_COUNT,Pressure Gradient (psi/ft) new,Soak Time,Avg Open Pressure,SD Open Pressure,Avg Close Pressure,SD Close Pressure
316,65.98,Grand Teton,7800,Campbell,8440,Orange Crush,1,11001111,Edge,Edge,4,1426,536,1426,21,5346,5346,3,2206,1754,972,1904,767,27,,417,,1,417,328,258,0,0,1,0.504823171,171,2521.704779,183.5,1900.088888,727.8
317,24.23,Everglades,15600,Williams,8790,Mountain Dew,0,10001001,Edge,Edge,4,930,2529,928,2493,2324,2324,1,2421,2410,168,2275,2324,8,872,526,872,3,1182,1065,311,1.2,1,5,0.497105243,91,2608.988542,267.1,2300.207811,683.9
318,5.61,Great Sand Dunes,14400,Campbell,9320,Orange Crush,0,11111000,Middle,Middle,5,,,,,,,0,,,,,,0,736,258,736,5,1570,1317,568,-4.8,14,19,0.566336185,119,3301.25279,388.2,2736.395575,562
319,-10.63,Great Sand Dunes,15300,Campbell,9320,Orange Crush,0,11111000,Middle,Middle,5,,,,,,,0,,,,,,0,736,258,736,5,1570,1317,568,-4.8,14,19,0.575894236,423,3170.934229,260.6,2693.813374,573.7
320,38.08,Everglades,15600,Williams,9485,Mountain Dew,1,11111110,Middle,Middle,6,,819,,192,133,133,2,1915,1538,996,258,141,5,831,522,831,4,1762,1688,286,-19.7,-30,13,0.491919087,174,2556.699361,195.6,2494.365764,642.8
321,,Acadia,10100,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.574595356,328,3560.694259,289.6,2930.985972,523.6
322,24.65,Everglades,15600,Williams,8870,Mountain Dew,0,1110,Middle,Edge,3,2780,2486,2779,2471,,,0,2629,2606,276,1997,2000,3,858,541,858,3,1024,870,318,-1.2,-1,5,0.496947973,234,2626.137461,881.4,2492.693397,532.6
323,13.46,Yosemite,10300,,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.551499067,142,2459.688457,208.3,2144.941593,623.3
324,3.55,Guadalupe Mountains,15300,Campbell,9115,Orange Crush,1,11111100,Middle,Edge,5,1454,151,1453,86,6575,6572,4,1933,1800,503,3077,1646.5,22,1040,1267,1040,1,1377,922,776,0.3,0.5,4,0.558487803,75,3424.968388,148.3,3046.566356,527.5
325,2.86,Great Smoky Mountains,10300,Campbell,7820,Orange Crush,1,10001111,Edge,Edge,4,878,1220,877,239,2789,2788.5,2,2146,1948,566,2795,2900.5,20,,510,,2,721,142,704,-0.5,-0.5,2,0.523480475,64,3033.434898,246.4,2767.646172,566.1
326,-12.69,Great Basin,12700,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.56427,176,2930.4,142.7,2797.3,746.3
327,-6.8,Great Basin,10300,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.568211579,51,2853.885895,413,2973.888742,749.2
328,17.82,Great Basin,12900,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.551652783,266,2840.058261,163.8,2764.23913,985.4
329,6.86,Guadalupe Mountains,15400,Campbell,9115,Orange Crush,1,11111100,Middle,Edge,5,1454,151,1453,86,6575,6572,4,1933,1800,503,3077,1646.5,22,1040,1267,1040,1,1377,922,776,0.3,0.5,4,0.557116681,223,3414.087611,220.5,3055.667257,387.7
330,2.5,Great Basin,10100,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.564321968,158,3140.505725,242.6,2877.810012,816.5
331,2.13,Great Basin,10200,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.558141283,339,2873.946195,193.7,2550.788826,861.8
332,30.86,Great Smoky Mountains,10300,Young,9895,Coke,1,11111000,Edge,Edge,3,285,1238,282,287,3245,3244.5,2,2335,1665,1431,2263,2599,29,871,,871,1,876,876,9,0,0,1,0.51261445,296,2937.778684,223.9,2642.348057,748.3
333,-0.78,Great Basin,10300,Campbell,9250,Pibb Extra,1,11011001,Middle,Middle,8,915,916,878,861,628,628,3,1910,1838,418,1441,743,9,283,345,124,5,565,467,230,0,0,5,0.565693788,227,2959.448773,145.2,2590.599346,843.5
334,24.22,Yosemite,10300,Williams,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.552479532,42,2838.529611,748.5,2302.328134,698
335,5.66,Guadalupe Mountains,15300,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.557613765,368,3553.95075,205.8,3150.969604,389.4
336,2.51,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,Middle,Edge,7,,,,,,,0,,,,,,0,624,375,624,7,1593,1331,610,-0.3,-2,21,0.526523549,40,3141.537437,235.4,2888.534937,389.9
337,20,Yosemite,10300,Williams,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.554235728,119,2970.618007,256.7,2431.078199,733.4
338,5.16,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,Middle,Edge,7,,,,,,,0,,,,,,0,624,375,624,7,1593,1331,610,-0.3,-2,21,0.525489448,111,3258.339746,303.3,2699.552713,269.6
339,37.6,Sequoia,10300,Campbell,9085,Orange Crush,0,11110101,Middle,Edge,7,,,,,,,0,,,,,,0,624,375,624,7,1593,1331,610,-0.3,-2,21,0.512830484,155,3247.780777,333,2846.921185,229.7
340,24.61,Denali,10300,Williams,10245,Coke,1,11111000,Edge,Edge,0,1225,1245,1225,82,,,0,2533,1565,1784,4655,4398,34,1361,,1361,0,1401,1401,14,0,0,1,0.545678801,43,2527.246172,644.1,2177.977414,778.2
341,13.59,Denali,10300,Williams,10245,Coke,1,11111000,Edge,Edge,0,1225,1245,1225,82,,,0,2533,1565,1784,4655,4398,34,1361,,1361,0,1401,1401,14,0,0,1,0.550209764,124,2557.76257,150,2405.186841,770.4
342,10.3,Grand Teton,15700,,9480,Orange Crush,1,11011111,Middle,Edge,5,921,1161,921,138,1024,1024,2,2144,1867,816,916,788,40,880,609,880,3,1072,912,340,1.2,1,5,0.520696448,49,2503.979561,175.2,2432.650212,399.6
343,75.63,Grand Teton,15700,Young,9480,Orange Crush,1,11011111,Middle,Edge,5,921,1161,921,138,1024,1024,2,2144,1867,816,916,788,40,880,609,880,3,1072,912,340,1.2,1,5,0.495240451,59,2302.201062,174.7,2088.177345,374.5
344,62.6,Grand Teton,15800,,9480,Orange Crush,1,11011111,Middle,Edge,5,921,1161,921,138,1024,1024,2,2144,1867,816,916,788,40,880,609,880,3,1072,912,340,1.2,1,5,0.50039624,150,2549.867003,173.1,2577.422493,422.2
345,,Acadia,10200,Campbell,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.617175215,376,,,2598.995714,820.5
346,5.99,Glacier,18200,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.541321313,815,3266.242716,164.7,2844.170027,789.4
347,5.31,Acadia,10300,,8160,Coke,1,10001000,Edge,Edge,2,616,2458,610,2424,1025,1025,1,1870,1864,113,790,1025,7,569,,569,1,1601,1601,44,5,5,4,0.611224011,427,2754.731089,367.6,2863.03309,1295.5
348,5.38,Glacier,18200,Williams,8335,Mountain Dew,0,10001001,Middle,Middle,2,2746,2418,2746,2412,,,0,2678,2607,432,732,700.5,4,562,1384,562,2,1556,1556,21,7.1,16,7,0.541566674,988,3375.251928,857.2,2958.170289,716.9
349,4.09,Grand Canyon,10300,,8350,Orange Crush,0,11001000,Edge,Edge,3,1348,1736,1348,1684,,,0,2168,2142,204,2248,1786,9,650,629,650,3,695,519,313,0.7,1,3,0.56853128,108,2928.200185,238.2,2381.445271,525.2
350,37.96,Grand Canyon,10300,,8350,Orange Crush,0,11001000,Edge,Edge,3,1348,1736,1348,1684,,,0,2168,2142,204,2248,1786,9,650,629,650,3,695,519,313,0.7,1,3,0.554243067,114,2747.262178,217.9,2309.826087,653.4
351,75.84,Everglades,12900,,8355,Orange Crush,1,10011111,Edge,Edge,4,,645,,239,955,954.5,2,2078,1594,1127,1538,1954,18,766,349,766,2,1067,1033,137,-1,-1,4,0.479939912,376,2740.898161,258.6,2287.936791,615.9
352,81.43,Everglades,13000,,8270,Orange Crush,1,11001111,Edge,Edge,6,934,674,933,0,3864,4546.5,4,1941,1578,840,3800,4386,24,834,411,833,2,1470,1435,238,-7.8,1,5,0.477837264,467,2667.717992,267.3,2357.296098,589.9
353,68.21,Mount Rainier,7700,Williams,10365,Coke,1,11111000,Edge,Edge,4,1508,722,1508,31,1874,1879,3,2213,1672,1191,2164,2265,35,1000,,1000,1,1000,1000,10,0,0,1,0.512639804,245,3056.211966,212,2032.922355,533.8
354,29.18,Mount Rainier,7700,,10300,Coke,1,11111000,Edge,Edge,3,,880,,51,2865,2863,3,1923,1378,1130,3070,2862,24,1301,,1301,0,1302,1302,12,0,0,1,0.530874004,315,2969.985594,230.1,1821.549742,314.5
355,80.59,Everglades,12900,,10410,Coke,0,11000000,Edge,Edge,1,,1910,,1690,,,0,2614,2346,1131,1270,1269.5,4,779,,779,1,798,798,12,0,0,1,0.478153225,541,2761.233882,1035.5,2149.114144,779.2
356,30.42,Mount Rainier,7700,,10355,Coke,1,11111001,Edge,Edge,3,2854,585,2385,45,2211,2211,3,2151,1572,1304,2257,2037,47,1492,,1492,0,1492,1492,11,0,0,1,0.530376286,355,2966.579531,158.1,1818.19282,360.6
